frm_category,to_category,item_count
G0547,G0222,1
G0547,G0502,1
G0547,G0546,1
G0547,G0547,2
G0547,G0568,1
G0547,G0570,2
G0547,G0601,1
G0547,G0658,1
G0548,G0033,1
G0548,G0037,1
G0548,G0042,1
G0548,G0122,1
G0548,G0132,1
G0548,G0165,1
G0548,G0207,1
G0548,G0548,1
G0548,G0570,1
G0548,G0643,1
G0548,G0887,1
G0549,G0008,1
G0549,G0033,1
G0549,G0037,1
G0549,G0042,1
G0549,G0122,1
G0549,G0132,1
G0549,G0165,1
G0549,G0207,1
G0549,G0549,1
G0549,G0570,1
G0549,G0643,1
G0549,G0889,1
G0550,G0147,1
G0550,G0550,1
G0551,G0147,1
G0551,G0551,1
G0552,G0147,1
G0552,G0552,1
G0553,G0147,1
G0553,G0553,1
G0554,G0147,1
G0554,G0554,1
G0555,G0038,1
G0555,G0043,1
G0555,G0131,1
G0555,G0132,1
G0555,G0153,1
G0555,G0167,1
G0555,G0222,1
G0555,G0410,1
G0555,G0555,1
G0555,G0563,1
G0555,G0570,1
G0555,G0587,1
G0555,G0588,1
G0555,G0664,1
G0555,G0708,1
G0555,G0958,1
G0556,G0038,2
G0556,G0043,2
G0556,G0222,2
G0556,G0556,2
G0556,G0563,2
G0556,G0570,2
G0556,G0588,2
G0556,G0602,2
G0556,G0666,2
G0556,G0708,2
G0556,G0959,1
G0557,G0038,1
G0557,G0043,1
G0557,G0222,1
G0557,G0557,1
G0557,G0564,1
G0557,G0570,1
G0557,G0587,1
G0557,G0588,1
G0557,G0664,1
G0557,G0708,1
G0557,G0880,1
G0558,G0038,2
G0558,G0043,2
G0558,G0222,2
G0558,G0558,2
G0558,G0564,2
G0558,G0570,2
G0558,G0588,2
G0558,G0602,2
G0558,G0666,2
G0558,G0708,2
G0558,G0881,1
G0559,G0038,1
G0559,G0043,1
G0559,G0222,1
G0559,G0559,1
G0559,G0565,1
G0559,G0570,1
G0559,G0587,1
G0559,G0588,1
G0559,G0664,1
G0559,G0708,1
G0559,G0962,1
G0560,G0038,4
G0560,G0043,5
G0560,G0222,5
G0560,G0511,1
G0560,G0512,2
G0560,G0560,5
G0560,G0570,5
G0560,G0587,2
G0560,G0588,5
G0560,G0602,3
G0560,G0670,1
G0560,G0677,1
G0560,G0708,5
G0560,G0940,2
G0560,G0941,2
G0560,G0942,1
G0561,G0043,5
G0561,G0222,5
G0561,G0515,1
G0561,G0516,1
G0561,G0561,5
G0561,G0570,5
G0561,G0587,2
G0561,G0588,5
G0561,G0602,3
G0561,G0670,1
G0561,G0708,5
G0561,G0943,2
G0561,G0944,2
G0561,G0945,1
G0562,G0038,4
G0562,G0043,5
G0562,G0222,5
G0562,G0513,1
G0562,G0514,1
G0562,G0562,5
G0562,G0570,5
G0562,G0587,2
G0562,G0588,5
G0562,G0602,3
G0562,G0670,1
G0562,G0708,5
G0562,G0946,2
G0562,G0947,2
G0562,G0948,1
G0563,G0038,5
G0563,G0043,5
G0563,G0131,2
G0563,G0132,2
G0563,G0153,2
G0563,G0167,2
G0563,G0222,5
G0563,G0410,2
G0563,G0555,1
G0563,G0556,2
G0563,G0563,5
G0563,G0570,5
G0563,G0587,2
G0563,G0588,5
G0563,G0602,3
G0563,G0664,2
G0563,G0666,2
G0563,G0670,1
G0563,G0708,5
G0563,G0958,1
G0563,G0959,1
G0563,G0960,1
G0564,G0038,5
G0564,G0043,5
G0564,G0222,5
G0564,G0557,1
G0564,G0558,2
G0564,G0564,5
G0564,G0570,5
G0564,G0587,2
G0564,G0588,5
G0564,G0602,3
G0564,G0664,2
G0564,G0666,2
G0564,G0670,1
G0564,G0708,5
G0564,G0880,1
G0564,G0881,1
G0564,G0882,1
G0565,G0038,4
G0565,G0043,4
G0565,G0222,4
G0565,G0559,1
G0565,G0565,4
G0565,G0570,4
G0565,G0587,2
G0565,G0588,4
G0565,G0602,2
G0565,G0664,2
G0565,G0666,2
G0565,G0708,4
G0565,G0962,1
G0565,G0963,1
G0566,G0002,2
G0566,G0027,1
G0566,G0038,2
G0566,G0043,4
G0566,G0110,1
G0566,G0126,1
G0566,G0132,1
G0566,G0176,1
G0566,G0222,4
G0566,G0427,1
G0566,G0531,1
G0566,G0538,1
G0566,G0544,1
G0566,G0545,1
G0566,G0546,1
G0566,G0566,4
G0566,G0568,2
G0566,G0570,4
G0566,G0588,1
G0566,G0600,1
G0566,G0601,2
G0566,G0637,1
G0566,G0641,2
G0566,G0670,1
G0566,G0676,1
G0566,G0708,1
G0566,G0806,1
G0566,G0850,1
G0566,G0922,1
G0566,G0923,1
G0567,G0043,1
G0567,G0222,1
G0567,G0567,1
G0567,G0570,1
G0567,G0601,1
G0567,G0939,1
G0568,G0002,3
G0568,G0027,1
G0568,G0038,1
G0568,G0043,7
G0568,G0110,1
G0568,G0126,1
G0568,G0132,1
G0568,G0169,1
G0568,G0172,1
G0568,G0176,3
G0568,G0222,7
G0568,G0427,1
G0568,G0474,1
G0568,G0475,1
G0568,G0502,4
G0568,G0531,3
G0568,G0544,2
G0568,G0545,1
G0568,G0546,4
G0568,G0547,1
G0568,G0566,2
G0568,G0568,7
G0568,G0570,7
G0568,G0600,1
G0568,G0601,3
G0568,G0637,3
G0568,G0641,3
G0568,G0670,1
G0568,G0806,3
G0568,G0850,1
G0568,G0851,2
G0569,G0038,2
G0569,G0043,2
G0569,G0200,1
G0569,G0222,2
G0569,G0465,1
G0569,G0569,2
G0569,G0570,2
G0569,G0593,2
G0569,G0638,1
G0569,G0670,2
G0569,G0953,1
G0570,G0002,8
G0570,G0003,18
G0570,G0004,18
G0570,G0005,39
G0570,G0006,22
G0570,G0007,16
G0570,G0008,122
G0570,G0009,17
G0570,G0010,8
G0570,G0012,11
G0570,G0013,17
G0570,G0014,13
G0570,G0015,9
G0570,G0016,6
G0570,G0017,2
G0570,G0018,31
G0570,G0019,37
G0570,G0020,11
G0570,G0021,5
G0570,G0022,2
G0570,G0023,4
G0570,G0024,4
G0570,G0025,11
G0570,G0027,17
G0570,G0028,17
G0570,G0030,1
G0570,G0031,1
G0570,G0033,229
G0570,G0035,37
G0570,G0036,24
G0570,G0037,39
G0570,G0038,77
G0570,G0039,18
G0570,G0040,18
G0570,G0042,508
G0570,G0043,144
G0570,G0044,9
G0570,G0047,5
G0570,G0053,1
G0570,G0054,1
G0570,G0059,1
G0570,G0060,18
G0570,G0061,18
G0570,G0062,2
G0570,G0063,16
G0570,G0071,2
G0570,G0073,1
G0570,G0080,1
G0570,G0081,1
G0570,G0082,31
G0570,G0083,16
G0570,G0084,2
G0570,G0085,2
G0570,G0086,2
G0570,G0087,1
G0570,G0088,2
G0570,G0089,2
G0570,G0090,1
G0570,G0091,6
G0570,G0092,1
G0570,G0093,1
G0570,G0094,6
G0570,G0095,6
G0570,G0096,5
G0570,G0097,6
G0570,G0098,1
G0570,G0099,6
G0570,G0100,6
G0570,G0101,6
G0570,G0102,6
G0570,G0103,5
G0570,G0104,5
G0570,G0105,3
G0570,G0106,7
G0570,G0107,7
G0570,G0108,6
G0570,G0109,1
G0570,G0110,1
G0570,G0111,16
G0570,G0112,16
G0570,G0113,1
G0570,G0115,2
G0570,G0116,2
G0570,G0117,1
G0570,G0118,1
G0570,G0119,1
G0570,G0121,1
G0570,G0122,80
G0570,G0123,97
G0570,G0124,79
G0570,G0125,3
G0570,G0126,79
G0570,G0127,2
G0570,G0128,4
G0570,G0129,6
G0570,G0130,1
G0570,G0131,8
G0570,G0132,370
G0570,G0133,8
G0570,G0134,1
G0570,G0135,1
G0570,G0136,3
G0570,G0137,1
G0570,G0138,1
G0570,G0139,3
G0570,G0140,2
G0570,G0141,2
G0570,G0142,1
G0570,G0144,1
G0570,G0145,1
G0570,G0146,1
G0570,G0151,2
G0570,G0152,1
G0570,G0153,20
G0570,G0154,4
G0570,G0155,5
G0570,G0156,1
G0570,G0157,1
G0570,G0165,58
G0570,G0166,9
G0570,G0167,15
G0570,G0169,1
G0570,G0170,1
G0570,G0171,1
G0570,G0172,1
G0570,G0173,5
G0570,G0174,1
G0570,G0175,1
G0570,G0176,3
G0570,G0178,3
G0570,G0179,2
G0570,G0180,2
G0570,G0181,2
G0570,G0182,2
G0570,G0183,1
G0570,G0184,1
G0570,G0185,1
G0570,G0186,14
G0570,G0187,1
G0570,G0188,4
G0570,G0189,2
G0570,G0192,4
G0570,G0193,4
G0570,G0194,1
G0570,G0195,1
G0570,G0196,1
G0570,G0197,1
G0570,G0199,2
G0570,G0200,10
G0570,G0201,2
G0570,G0202,13
G0570,G0203,5
G0570,G0204,5
G0570,G0205,8
G0570,G0206,16
G0570,G0207,17
G0570,G0208,19
G0570,G0209,9
G0570,G0210,7
G0570,G0211,5
G0570,G0212,12
G0570,G0213,6
G0570,G0214,6
G0570,G0215,1
G0570,G0216,3
G0570,G0217,6
G0570,G0218,8
G0570,G0219,4
G0570,G0220,6
G0570,G0221,3
G0570,G0222,121
G0570,G0223,6
G0570,G0224,5
G0570,G0225,6
G0570,G0228,4
G0570,G0229,4
G0570,G0230,2
G0570,G0231,2
G0570,G0232,2
G0570,G0233,2
G0570,G0234,2
G0570,G0235,2
G0570,G0236,2
G0570,G0237,2
G0570,G0238,2
G0570,G0239,2
G0570,G0240,2
G0570,G0241,1
G0570,G0242,2
G0570,G0243,2
G0570,G0244,3
G0570,G0245,2
G0570,G0246,2
G0570,G0247,1
G0570,G0248,2
G0570,G0249,2
G0570,G0250,2
G0570,G0251,2
G0570,G0252,4
G0570,G0253,2
G0570,G0254,2
G0570,G0255,1
G0570,G0260,8
G0570,G0261,6
G0570,G0262,6
G0570,G0263,6
G0570,G0264,5
G0570,G0265,3
G0570,G0280,2
G0570,G0281,2
G0570,G0282,1
G0570,G0283,1
G0570,G0284,2
G0570,G0285,2
G0570,G0286,4
G0570,G0287,4
G0570,G0288,2
G0570,G0289,2
G0570,G0290,2
G0570,G0291,2
G0570,G0292,2
G0570,G0293,2
G0570,G0294,2
G0570,G0295,2
G0570,G0296,2
G0570,G0297,2
G0570,G0298,2
G0570,G0299,2
G0570,G0300,2
G0570,G0301,2
G0570,G0302,2
G0570,G0303,2
G0570,G0304,2
G0570,G0305,2
G0570,G0306,1
G0570,G0307,2
G0570,G0308,2
G0570,G0309,2
G0570,G0310,2
G0570,G0311,1
G0570,G0312,1
G0570,G0313,1
G0570,G0314,1
G0570,G0315,1
G0570,G0316,1
G0570,G0317,1
G0570,G0318,1
G0570,G0319,1
G0570,G0320,1
G0570,G0321,1
G0570,G0324,1
G0570,G0325,1
G0570,G0326,1
G0570,G0327,1
G0570,G0328,1
G0570,G0329,1
G0570,G0330,1
G0570,G0331,1
G0570,G0332,1
G0570,G0333,1
G0570,G0334,1
G0570,G0335,1
G0570,G0336,1
G0570,G0337,1
G0570,G0338,1
G0570,G0339,5
G0570,G0340,4
G0570,G0341,4
G0570,G0342,5
G0570,G0343,4
G0570,G0344,4
G0570,G0345,2
G0570,G0346,3
G0570,G0348,2
G0570,G0351,1
G0570,G0352,1
G0570,G0354,1
G0570,G0357,5
G0570,G0358,5
G0570,G0359,1
G0570,G0360,1
G0570,G0361,1
G0570,G0362,1
G0570,G0363,1
G0570,G0364,1
G0570,G0365,1
G0570,G0366,1
G0570,G0367,3
G0570,G0368,2
G0570,G0369,2
G0570,G0370,1
G0570,G0371,4
G0570,G0372,4
G0570,G0373,1
G0570,G0374,2
G0570,G0376,1
G0570,G0377,1
G0570,G0378,3
G0570,G0380,1
G0570,G0381,1
G0570,G0382,1
G0570,G0383,1
G0570,G0384,1
G0570,G0385,1
G0570,G0386,3
G0570,G0387,2
G0570,G0388,1
G0570,G0389,1
G0570,G0390,4
G0570,G0391,4
G0570,G0392,1
G0570,G0393,2
G0570,G0394,2
G0570,G0395,8
G0570,G0396,5
G0570,G0397,1
G0570,G0398,2
G0570,G0399,8
G0570,G0400,2
G0570,G0402,1
G0570,G0403,1
G0570,G0404,1
G0570,G0405,1
G0570,G0407,1
G0570,G0408,2
G0570,G0409,1
G0570,G0410,2
G0570,G0411,1
G0570,G0412,1
G0570,G0413,1
G0570,G0414,1
G0570,G0416,1
G0570,G0417,1
G0570,G0418,1
G0570,G0419,1
G0570,G0420,1
G0570,G0421,1
G0570,G0422,1
G0570,G0423,1
G0570,G0424,1
G0570,G0425,2
G0570,G0426,1
G0570,G0427,1
G0570,G0428,1
G0570,G0433,1
G0570,G0435,1
G0570,G0436,1
G0570,G0437,4
G0570,G0438,1
G0570,G0439,1
G0570,G0440,1
G0570,G0441,1
G0570,G0442,1
G0570,G0443,2
G0570,G0444,2
G0570,G0445,1
G0570,G0446,2
G0570,G0447,1
G0570,G0448,1
G0570,G0449,2
G0570,G0450,1
G0570,G0451,1
G0570,G0453,1
G0570,G0454,1
G0570,G0455,2
G0570,G0456,1
G0570,G0457,2
G0570,G0458,1
G0570,G0459,1
G0570,G0460,1
G0570,G0461,1
G0570,G0462,1
G0570,G0463,1
G0570,G0464,1
G0570,G0465,1
G0570,G0466,1
G0570,G0467,1
G0570,G0468,1
G0570,G0469,5
G0570,G0470,1
G0570,G0471,1
G0570,G0472,1
G0570,G0473,1
G0570,G0474,1
G0570,G0475,1
G0570,G0502,13
G0570,G0504,2
G0570,G0505,2
G0570,G0506,1
G0570,G0507,2
G0570,G0508,2
G0570,G0509,2
G0570,G0511,1
G0570,G0512,2
G0570,G0513,1
G0570,G0514,1
G0570,G0515,1
G0570,G0516,1
G0570,G0517,1
G0570,G0518,1
G0570,G0519,1
G0570,G0520,2
G0570,G0521,1
G0570,G0522,1
G0570,G0523,1
G0570,G0524,1
G0570,G0525,1
G0570,G0526,1
G0570,G0527,1
G0570,G0528,12
G0570,G0529,1
G0570,G0531,171
G0570,G0532,2
G0570,G0534,1
G0570,G0536,2
G0570,G0537,16
G0570,G0538,2
G0570,G0539,1
G0570,G0543,32
G0570,G0544,258
G0570,G0545,2
G0570,G0546,4
G0570,G0547,2
G0570,G0548,1
G0570,G0549,1
G0570,G0555,1
G0570,G0556,2
G0570,G0557,1
G0570,G0558,2
G0570,G0559,1
G0570,G0560,5
G0570,G0561,5
G0570,G0562,5
G0570,G0563,5
G0570,G0564,5
G0570,G0565,4
G0570,G0566,4
G0570,G0567,1
G0570,G0568,7
G0570,G0569,2
G0570,G0570,1048
G0570,G0571,3
G0570,G0572,1
G0570,G0573,1
G0570,G0575,2
G0570,G0576,4
G0570,G0578,2
G0570,G0582,1
G0570,G0583,1
G0570,G0584,1
G0570,G0585,1
G0570,G0586,6
G0570,G0587,16
G0570,G0588,54
G0570,G0589,1
G0570,G0590,1
G0570,G0591,1
G0570,G0592,6
G0570,G0593,5
G0570,G0597,1
G0570,G0598,1
G0570,G0599,4
G0570,G0600,1
G0570,G0601,9
G0570,G0602,21
G0570,G0603,5
G0570,G0604,1
G0570,G0605,2
G0570,G0606,2
G0570,G0607,3
G0570,G0608,3
G0570,G0609,1
G0570,G0612,1
G0570,G0613,1
G0570,G0614,1
G0570,G0616,1
G0570,G0617,3
G0570,G0623,35
G0570,G0627,2
G0570,G0628,1
G0570,G0633,1
G0570,G0634,1
G0570,G0636,7
G0570,G0637,11
G0570,G0638,3
G0570,G0639,7
G0570,G0640,15
G0570,G0641,21
G0570,G0642,1
G0570,G0643,246
G0570,G0644,122
G0570,G0645,6
G0570,G0646,37
G0570,G0647,5
G0570,G0648,1
G0570,G0649,22
G0570,G0650,2
G0570,G0651,2
G0570,G0652,13
G0570,G0653,39
G0570,G0654,1
G0570,G0655,1
G0570,G0656,1
G0570,G0657,1
G0570,G0658,1
G0570,G0659,2
G0570,G0660,1
G0570,G0661,1
G0570,G0662,1
G0570,G0663,1
G0570,G0664,15
G0570,G0665,6
G0570,G0666,14
G0570,G0667,6
G0570,G0668,1
G0570,G0669,1
G0570,G0670,19
G0570,G0676,1
G0570,G0677,1
G0570,G0688,1
G0570,G0689,1
G0570,G0690,1
G0570,G0691,1
G0570,G0692,1
G0570,G0694,4
G0570,G0695,2
G0570,G0696,6
G0570,G0697,1
G0570,G0704,1
G0570,G0706,9
G0570,G0707,5
G0570,G0708,66
G0570,G0709,6
G0570,G0712,1
G0570,G0717,4
G0570,G0718,9
G0570,G0720,35
G0570,G0721,2
G0570,G0722,3
G0570,G0725,2
G0570,G0726,2
G0570,G0734,19
G0570,G0761,1
G0570,G0764,1
G0570,G0800,3
G0570,G0801,1
G0570,G0803,1
G0570,G0804,1
G0570,G0805,1
G0570,G0806,265
G0570,G0808,6
G0570,G0809,3
G0570,G0810,3
G0570,G0811,3
G0570,G0812,3
G0570,G0813,3
G0570,G0814,3
G0570,G0815,3
G0570,G0816,3
G0570,G0817,3
G0570,G0818,3
G0570,G0819,3
G0570,G0820,3
G0570,G0821,3
G0570,G0822,3
G0570,G0823,3
G0570,G0824,3
G0570,G0825,3
G0570,G0826,3
G0570,G0827,3
G0570,G0828,2
G0570,G0829,1
G0570,G0830,3
G0570,G0831,3
G0570,G0832,3
G0570,G0833,3
G0570,G0835,2
G0570,G0836,2
G0570,G0837,2
G0570,G0838,1
G0570,G0839,1
G0570,G0841,1
G0570,G0842,1
G0570,G0843,1
G0570,G0844,1
G0570,G0845,1
G0570,G0846,1
G0570,G0847,1
G0570,G0848,1
G0570,G0849,6
G0570,G0850,1
G0570,G0851,2
G0570,G0852,1
G0570,G0853,1
G0570,G0854,1
G0570,G0855,1
G0570,G0872,1
G0570,G0880,1
G0570,G0881,1
G0570,G0882,1
G0570,G0885,2
G0570,G0886,2
G0570,G0887,1
G0570,G0888,1
G0570,G0889,1
G0570,G0890,6
G0570,G0891,3
G0570,G0892,3
G0570,G0893,3
G0570,G0894,3
G0570,G0895,3
G0570,G0896,3
G0570,G0897,3
G0570,G0898,3
G0570,G0899,3
G0570,G0900,3
G0570,G0901,3
G0570,G0902,3
G0570,G0903,3
G0570,G0904,3
G0570,G0905,3
G0570,G0906,3
G0570,G0907,3
G0570,G0908,3
G0570,G0909,3
G0570,G0910,2
G0570,G0911,1
G0570,G0912,3
G0570,G0913,3
G0570,G0914,3
G0570,G0915,3
G0570,G0917,1
G0570,G0918,1
G0570,G0919,1
G0570,G0921,2
G0570,G0922,2
G0570,G0923,1
G0570,G0924,1
G0570,G0925,1
G0570,G0926,1
G0570,G0927,1
G0570,G0928,1
G0570,G0929,1
G0570,G0930,1
G0570,G0931,1
G0570,G0932,1
G0570,G0933,1
G0570,G0934,1
G0570,G0935,1
G0570,G0936,1
G0570,G0937,1
G0570,G0938,1
G0570,G0939,1
G0570,G0940,2
G0570,G0941,2
G0570,G0942,1
G0570,G0943,2
G0570,G0944,2
G0570,G0945,1
G0570,G0946,2
G0570,G0947,2
G0570,G0948,1
G0570,G0949,1
G0570,G0951,4
G0570,G0952,4
G0570,G0953,3
G0570,G0958,1
G0570,G0959,1
G0570,G0960,1
G0570,G0962,1
G0570,G0963,1
G0570,G0965,6
G0570,G0966,6
G0570,G0967,3
G0570,G0968,3
G0570,G0969,3
G0570,G0970,3
G0570,G0971,3
G0570,G0972,3
G0570,G1100,5
G0570,G1101,5
G0570,G1102,10
G0570,G1103,10
G0570,G1104,6
G0570,G1105,6
G0570,G1106,6
G0570,G1107,6
G0570,G1108,3
G0570,G1109,3
G0570,G1110,2
G0570,G1111,2
G0570,G1112,2
G0570,G1113,2
G0570,G1114,2
G0570,G1115,2
G0570,G1116,2
G0570,G1117,2
G0570,G1118,2
G0570,G1119,2
G0570,G1120,2
G0570,G1121,2
G0570,G1122,1
G0570,G1123,1
G0570,G1124,1
G0570,G1125,1
G0570,G1126,1
G0570,G1127,1
G0570,G1131,20
G0570,G1132,4
G0570,G1139,1
G0570,G1140,2
G0570,G1143,2
G0570,G1147,1
G0570,G1150,2
G0570,G1154,1
G0570,G1155,1
G0570,G1156,2
G0570,G1157,2
G0570,G1158,1
G0570,G1159,2
G0570,G1160,1
G0570,G1162,1
G0570,G1177,6
G0570,G1178,1
G0570,G1179,3
G0570,G1180,3
G0570,G1181,5
G0570,G1182,3
G0570,G1183,5
G0570,G1184,3
G0570,G1185,3
G0570,G1186,3
G0570,G1187,7
G0570,G1188,3
G0570,G1189,4
G0570,G1190,3
G0570,G1191,4
G0570,G1192,3
G0570,G1194,3
G0570,G1195,3
G0570,G1196,3
G0570,G1197,3
G0570,G1199,4
G0570,G1200,3
G0570,G1201,3
G0570,G1202,3
G0570,G1203,6
G0570,G1204,3
G0570,G1205,3
G0570,G1206,3
G0570,G1207,6
G0570,G1208,4
G0570,G1209,5
G0570,G1210,3
G0570,G1211,4
G0570,G1215,2
G0570,G1216,2
G0570,G1217,2
G0570,G1218,2
G0570,G1219,1
G0570,G1220,1
G0570,G1223,2
G0570,G1224,3
G0570,G1225,3
G0570,G1226,3
G0570,G1227,3
G0570,G1264,4
G0570,G1265,3
G0570,G1269,1
G0570,G1270,1
G0570,G1271,1
G0570,G1272,1
G0570,G1273,1
G0570,G1274,1
G0570,G1275,1
G0570,G1276,1
G0570,G1277,1
G0570,G1278,1
G0570,G1279,1
G0570,G1280,1
G0570,G1281,1
G0570,G1282,1
G0570,G1283,1
G0570,G1284,1
G0570,G1285,1
G0570,G1286,1
G0570,G1287,1
G0570,G1288,1
G0570,G1289,1
G0570,G1290,1
G0570,G1292,1
G0570,G1293,1
G0570,G1294,1
G0570,G1295,1
G0570,G1297,1
G0570,G1298,1
G0570,G1299,1
G0570,G1300,1
G0570,G1301,1
G0570,G1302,1
G0570,G1303,1
G0570,G1304,1
G0570,G1305,1
G0570,G1306,1
G0570,G1307,1
G0570,G1308,1
G0570,G1309,1
G0570,G1310,1
G0570,G1311,1
G0570,G1312,1
G0570,G1313,1
G0570,G1314,1
G0570,G1315,1
G0570,G1316,1
G0570,G1317,1
G0570,G1318,1
G0570,G1319,1
G0570,G1320,1
G0570,G1321,1
G0570,G1322,1
G0570,G1323,1
G0570,G1324,1
G0570,G1325,1
G0570,G1326,1
G0570,G1327,1
G0570,G1328,1
G0570,G1329,1
G0570,G1330,1
G0570,G1331,1
G0570,G1332,1
G0570,G1333,1
G0570,G1334,1
G0570,G1335,1
G0570,G1336,1
G0570,G1337,1
G0570,G1338,1
G0570,G1339,1
G0570,G1340,1
G0570,G1341,1
G0570,G1342,1
G0570,G1343,1
G0570,G1344,1
G0570,G1345,1
G0570,G1346,1
G0570,G1347,1
G0570,G1348,1
G0570,G1349,1
G0570,G1350,1
G0570,G1351,1
G0570,G1352,1
G0570,G1353,1
G0570,G1354,1
G0570,G1355,1
G0570,G1356,1
G0570,G1357,1
G0570,G1358,1
G0570,G1359,1
G0570,G1360,1
G0570,G1361,1
G0570,G1362,1
G0570,G1363,1
G0570,G1364,1
G0570,G1365,1
G0570,G1366,1
G0570,G1367,1
G0570,G1368,1
G0570,G1369,1
G0570,G1370,1
G0570,G1371,1
G0570,G1372,1
G0570,G1373,1
G0570,G1374,1
G0570,G1375,1
G0570,G1376,1
G0570,G1377,1
G0570,G1378,1
G0570,G1379,1
G0570,G1380,1
G0570,G1381,1
G0570,G1382,1
G0570,G1383,1
G0570,G1384,1
G0570,G1385,1
G0570,G1386,1
G0570,G1387,1
G0570,G1388,1
G0570,G1389,1
G0570,G1390,1
G0570,G1391,1
G0570,G1392,1
G0570,G1393,1
G0570,G1394,1
G0570,G1395,1
G0570,G1396,1
G0570,G1397,1
G0570,G1398,1
G0570,G1399,1
G0570,G1400,1
G0570,G1401,1
G0570,G1402,1
G0570,G1403,1
G0570,G1404,1
G0570,G1405,1
G0570,G1406,1
G0570,G1407,1
G0570,G1408,1
G0570,G1409,1
G0570,G1410,1
G0570,G1411,1
G0570,G1412,1
G0570,G1413,1
G0570,G1414,1
G0570,G1415,1
G0570,G1416,1
G0570,G1417,1
G0570,G1418,1
G0570,G1419,1
G0570,G1420,1
G0570,G1421,1
G0570,G1422,1
G0570,G1423,1
G0570,G1424,1
G0570,G1425,1
G0570,G1426,1
G0570,G1427,1
G0570,G1428,1
G0570,G1429,1
G0570,G1430,1
G0570,G1431,1
G0570,G1432,1
G0570,G1433,1
G0570,G1434,1
G0570,G1435,1
G0570,G1436,1
G0570,G1437,1
G0570,G1438,1
G0570,G1439,1
G0570,G1440,1
G0570,G1441,1
G0570,G1442,1
G0570,G1443,1
G0570,G1444,1
G0570,G1445,1
G0570,G1446,1
G0570,G1447,1
G0570,G1448,1
G0570,G1449,1
G0570,G1450,1
G0570,G1451,1
G0570,G1452,1
G0570,G1453,1
G0570,G1454,1
G0570,G1455,1
G0570,G1456,1
G0570,G1457,1
G0570,G1458,1
G0570,G1459,1
G0570,G1460,1
G0570,G1461,1
G0570,G1462,1
G0570,G1463,1
G0570,G1464,1
G0570,G1465,1
G0570,G1466,1
G0570,G1467,2
G0570,G1470,1
G0571,G0018,3
G0571,G0019,4
G0571,G0033,3
G0571,G0042,4
G0571,G0124,1
G0571,G0188,2
G0571,G0189,1
G0571,G0220,2
G0571,G0260,1
G0571,G0261,1
G0571,G0307,1
G0571,G0450,2
G0571,G0452,1
G0571,G0528,3
G0571,G0544,1
G0571,G0570,3
G0571,G0571,5
G0571,G0644,4
G0571,G0697,3
G0571,G0806,1
G0571,G0830,1
G0571,G0835,1
G0571,G0912,1
G0571,G1189,1
G0572,G0545,1
G0572,G0570,1
G0572,G0572,1
G0572,G0578,1
G0573,G0504,1
G0573,G0570,1
G0573,G0573,1
G0573,G0576,1
G0573,G0597,1
G0574,G0574,1
G0574,G0588,1
G0574,G0708,1
G0574,G0863,1
G0575,G0570,2
G0575,G0575,4
G0575,G0588,2
G0575,G0708,2
G0575,G0721,1
G0575,G0864,2
G0576,G0504,1
G0576,G0505,1
G0576,G0570,4
G0576,G0573,1
G0576,G0576,6
G0576,G0588,2
G0576,G0589,1
G0576,G0590,1
G0576,G0597,1
G0576,G0598,1
G0576,G0698,2
G0576,G0708,2
G0576,G0710,1
G0576,G0711,1
G0576,G0856,1
G0576,G0857,1
G0577,G0577,4
G0577,G0588,4
G0577,G0708,4
G0577,G0710,2
G0577,G0711,2
G0577,G0858,4
G0578,G0545,1
G0578,G0570,2
G0578,G0572,1
G0578,G0578,18
G0578,G0588,16
G0578,G0591,1
G0578,G0600,16
G0578,G0699,16
G0578,G0708,16
G0578,G0859,16
G0579,G0579,3
G0579,G0588,3
G0579,G0708,3
G0579,G0860,3
G0580,G0580,10
G0580,G0588,10
G0580,G0708,10
G0580,G0861,10
G0581,G0581,14
G0581,G0588,14
G0581,G0708,14
G0581,G0862,14
G0582,G0038,1
G0582,G0043,1
G0582,G0222,1
G0582,G0570,1
G0582,G0582,1
G0582,G0586,1
G0582,G0588,1
G0582,G0641,1
G0582,G0664,1
G0582,G0708,1
G0582,G0951,1
G0583,G0038,1
G0583,G0043,1
G0583,G0222,1
G0583,G0570,1
G0583,G0583,1
G0583,G0586,1
G0583,G0588,1
G0583,G0639,1
G0583,G0664,1
G0583,G0665,1
G0583,G0708,1
G0583,G0951,1
G0584,G0038,1
G0584,G0043,1
G0584,G0222,1
G0584,G0570,1
G0584,G0584,1
G0584,G0588,1
G0584,G0592,1
G0584,G0601,1
G0584,G0666,1
G0584,G0708,1
G0584,G0952,1
G0585,G0038,1
G0585,G0043,1
G0585,G0222,1
G0585,G0570,1
G0585,G0585,1
G0585,G0588,1
G0585,G0592,1
G0585,G0599,1
G0585,G0640,1
G0585,G0666,1
G0585,G0667,1
G0585,G0708,1
G0585,G0952,1
G0586,G0038,5
G0586,G0043,5
G0586,G0080,1
G0586,G0128,2
G0586,G0132,2
G0586,G0154,2
G0586,G0200,2
G0586,G0222,6
G0586,G0419,1
G0586,G0532,2
G0586,G0570,6
G0586,G0582,1
G0586,G0583,1
G0586,G0586,6
G0586,G0588,5
G0586,G0616,1
G0586,G0617,3
G0586,G0637,2
G0586,G0639,2
G0586,G0641,1
G0586,G0659,2
